OG	tree	reconciliation_map	flipped_nodes
421	((noD_5_3_2_1|G0_0[node_id=6;species=H0],(noD_5_3_2_1|G8_7[node_id=1;species=H7],noD_5_3_2_1|G7_7[node_id=2;species=H7])D[node_id=3])S[node_id=7],(noD_5_3_2_1|G4_4[node_id=4;species=H4],(noD_5_3_2_1|G2_2[node_id=5;species=H2],noD_5_3_2_1|G1_1[node_id=0;species=H1])S[node_id=8])S[node_id=9])S[node_id=10];	0:9,1:4,2:4,3:4,4:6,5:8,6:3,7:2,8:7,9:5,10:1	
422	((noD_5_6_1_2|G0_0[node_id=6;species=H0],(noD_5_6_1_2|G8_7[node_id=2;species=H7],noD_5_6_1_2|G7_7[node_id=3;species=H7])D[node_id=4])S[node_id=7],(noD_5_6_1_2|G4_4[node_id=1;species=H4],(noD_5_6_1_2|G2_2[node_id=0;species=H2],noD_5_6_1_2|G1_1[node_id=5;species=H1])S[node_id=8])S[node_id=9])S[node_id=10];	0:8,1:6,2:4,3:4,4:4,5:9,6:3,7:2,8:7,9:5,10:1	
423	((noD_5_7_1_2|G0_0[node_id=0;species=H0],(noD_5_7_1_2|G7_7[node_id=1;species=H7],noD_5_7_1_2|G8_7[node_id=2;species=H7])D[node_id=3])S[node_id=7],(noD_5_7_1_2|G4_4[node_id=5;species=H4],(noD_5_7_1_2|G2_2[node_id=4;species=H2],noD_5_7_1_2|G1_1[node_id=6;species=H1])S[node_id=8])S[node_id=9])S[node_id=10];	0:3,1:4,2:4,3:4,4:8,5:6,6:9,7:2,8:7,9:5,10:1	
424	((noD_5_8_2_1|G0_0[node_id=2;species=H0],(noD_5_8_2_1|G8_7[node_id=3;species=H7],noD_5_8_2_1|G7_7[node_id=4;species=H7])D[node_id=5])S[node_id=7],(noD_5_8_2_1|G4_4[node_id=0;species=H4],(noD_5_8_2_1|G2_2[node_id=6;species=H2],noD_5_8_2_1|G1_1[node_id=1;species=H1])S[node_id=8])S[node_id=9])S[node_id=10];	0:6,1:9,2:3,3:4,4:4,5:4,6:8,7:2,8:7,9:5,10:1	
425	((noD_5_6_9_1|G0_0[node_id=3;species=H0],noD_5_6_9_1|G9_7[node_id=6;species=H7])S[node_id=7],(noD_5_6_9_1|G6_4[node_id=4;species=H4],((noD_5_6_9_1|G3_2[node_id=0;species=H2],noD_5_6_9_1|G2_2[node_id=1;species=H2])D[node_id=2],noD_5_6_9_1|G1_1[node_id=5;species=H1])S[node_id=8])S[node_id=9])S[node_id=10];	0:8,1:8,2:8,3:3,4:6,5:9,6:4,7:2,8:7,9:5,10:1	
426	((noD_5_6_3_1|G0_0[node_id=6;species=H0],(noD_5_6_3_1|G8_7[node_id=2;species=H7],noD_5_6_3_1|G7_7[node_id=3;species=H7])D[node_id=4])S[node_id=7],(noD_5_6_3_1|G4_4[node_id=1;species=H4],(noD_5_6_3_1|G2_2[node_id=5;species=H2],noD_5_6_3_1|G1_1[node_id=0;species=H1])S[node_id=8])S[node_id=9])S[node_id=10];	0:9,1:6,2:4,3:4,4:4,5:8,6:3,7:2,8:7,9:5,10:1	
427	((noD_5_4_6_1|G0_0[node_id=3;species=H0],(noD_5_4_6_1|G7_7[node_id=0;species=H7],noD_5_4_6_1|G8_7[node_id=1;species=H7])D[node_id=2])S[node_id=6],(noD_5_4_6_1|G4_4[node_id=5;species=H4],(noD_5_4_6_1|G2_2[node_id=4;species=H2],X[node_id=8])S[node_id=7])S[node_id=9])S[node_id=10];	0:4,1:4,2:4,3:3,4:8,5:6,6:2,7:7,8:9,9:5,10:1	
428	((noD_5_8_5_1|G0_0[node_id=3;species=H0],(noD_5_8_5_1|G7_7[node_id=4;species=H7],noD_5_8_5_1|G8_7[node_id=5;species=H7])D[node_id=6])S[node_id=7],(noD_5_8_5_1|G4_4[node_id=0;species=H4],(noD_5_8_5_1|G2_2[node_id=2;species=H2],noD_5_8_5_1|G1_1[node_id=1;species=H1])S[node_id=8])S[node_id=9])S[node_id=10];	0:6,1:9,2:8,3:3,4:4,5:4,6:4,7:2,8:7,9:5,10:1	
429	((noD_5_7_8_1|G0_0[node_id=6;species=H0],(noD_5_7_8_1|G7_7[node_id=1;species=H7],noD_5_7_8_1|G8_7[node_id=2;species=H7])D[node_id=3])S[node_id=7],(noD_5_7_8_1|G4_4[node_id=5;species=H4],(noD_5_7_8_1|G2_2[node_id=0;species=H2],noD_5_7_8_1|G1_1[node_id=4;species=H1])S[node_id=8])S[node_id=9])S[node_id=10];	0:8,1:4,2:4,3:4,4:9,5:6,6:3,7:2,8:7,9:5,10:1	
430	((noD_5_7_8_3|G0_0[node_id=4;species=H0],X[node_id=9])S[node_id=8],(noD_5_7_8_3|G8_4[node_id=0;species=H4],((noD_5_7_8_3|G2_2[node_id=5;species=H2],noD_5_7_8_3|G5_2[node_id=6;species=H2])D[node_id=7],(noD_5_7_8_3|G4_1[node_id=1;species=H1],noD_5_7_8_3|G1_1[node_id=2;species=H1])D[node_id=3])S[node_id=10])S[node_id=11])S[node_id=12];	0:6,1:9,2:9,3:9,4:3,5:8,6:8,7:8,8:2,9:4,10:7,11:5,12:1	
431	((noD_5_8_7_4|G0_0[node_id=0;species=H0],X[node_id=9])S[node_id=8],((noD_5_8_7_4|G6_4[node_id=1;species=H4],noD_5_8_7_4|G7_4[node_id=2;species=H4])D[node_id=3],(noD_5_8_7_4|G4_2[node_id=4;species=H2],(noD_5_8_7_4|G1_1[node_id=5;species=H1],noD_5_8_7_4|G2_1[node_id=6;species=H1])D[node_id=7])S[node_id=10])S[node_id=11])S[node_id=12];	0:3,1:6,2:6,3:6,4:8,5:9,6:9,7:9,8:2,9:4,10:7,11:5,12:1	
432	(((noD_5_2_3_2|G8_7[node_id=3;species=H7],X[node_id=5])S[node_id=4],(noD_5_2_3_2|G4_4[node_id=2;species=H4],(noD_5_2_3_2|G2_2[node_id=1;species=H2],noD_5_2_3_2|G1_1[node_id=0;species=H1])S[node_id=6])S[node_id=7])S[node_id=8],((noD_5_2_3_2|G7_7[node_id=9;species=H7],X[node_id=12])S[node_id=11],X[node_id=14])S[node_id=13])D[node_id=10];	0:9,1:8,2:6,3:4,4:2,5:3,6:7,7:5,8:1,9:4,10:1,11:2,12:3,13:1,14:5	
433	((noD_5_2_2_3|G0_0[node_id=0;species=H0],(noD_5_2_2_3|G7_7[node_id=3;species=H7],noD_5_2_2_3|G8_7[node_id=4;species=H7])D[node_id=5])S[node_id=7],(noD_5_2_2_3|G4_4[node_id=1;species=H4],(noD_5_2_2_3|G2_2[node_id=6;species=H2],noD_5_2_2_3|G1_1[node_id=2;species=H1])S[node_id=8])S[node_id=9])S[node_id=10];	0:3,1:6,2:9,3:4,4:4,5:4,6:8,7:2,8:7,9:5,10:1	
434	((noD_5_4_2_4|G0_0[node_id=6;species=H0],noD_5_4_2_4|G9_7[node_id=5;species=H7])S[node_id=7],(noD_5_4_2_4|G6_4[node_id=3;species=H4],((noD_5_4_2_4|G3_2[node_id=0;species=H2],noD_5_4_2_4|G2_2[node_id=1;species=H2])D[node_id=2],noD_5_4_2_4|G1_1[node_id=4;species=H1])S[node_id=8])S[node_id=9])S[node_id=10];	0:8,1:8,2:8,3:6,4:9,5:4,6:3,7:2,8:7,9:5,10:1	
435	((noD_5_4_2_3|G0_0[node_id=5;species=H0],(noD_5_4_2_3|G7_7[node_id=0;species=H7],noD_5_4_2_3|G8_7[node_id=1;species=H7])D[node_id=2])S[node_id=7],(noD_5_4_2_3|G4_4[node_id=3;species=H4],(noD_5_4_2_3|G2_2[node_id=4;species=H2],noD_5_4_2_3|G1_1[node_id=6;species=H1])S[node_id=8])S[node_id=9])S[node_id=10];	0:4,1:4,2:4,3:6,4:8,5:3,6:9,7:2,8:7,9:5,10:1	
436	((noD_5_6_4_2|G0_0[node_id=6;species=H0],(noD_5_6_4_2|G7_7[node_id=1;species=H7],noD_5_6_4_2|G8_7[node_id=2;species=H7])D[node_id=3])S[node_id=7],(noD_5_6_4_2|G4_4[node_id=4;species=H4],(noD_5_6_4_2|G2_2[node_id=5;species=H2],noD_5_6_4_2|G1_1[node_id=0;species=H1])S[node_id=8])S[node_id=9])S[node_id=10];	0:9,1:4,2:4,3:4,4:6,5:8,6:3,7:2,8:7,9:5,10:1	
437	((noD_5_4_7_2|G0_0[node_id=0;species=H0],(noD_5_4_7_2|G8_7[node_id=4;species=H7],noD_5_4_7_2|G7_7[node_id=5;species=H7])D[node_id=6])S[node_id=7],(noD_5_4_7_2|G4_4[node_id=1;species=H4],(noD_5_4_7_2|G2_2[node_id=2;species=H2],noD_5_4_7_2|G1_1[node_id=3;species=H1])S[node_id=8])S[node_id=9])S[node_id=10];	0:3,1:6,2:8,3:9,4:4,5:4,6:4,7:2,8:7,9:5,10:1	
438	((noD_5_8_7_2|G0_0[node_id=1;species=H0],(noD_5_8_7_2|G8_7[node_id=2;species=H7],noD_5_8_7_2|G7_7[node_id=3;species=H7])D[node_id=4])S[node_id=7],(noD_5_8_7_2|G4_4[node_id=0;species=H4],(noD_5_8_7_2|G2_2[node_id=5;species=H2],noD_5_8_7_2|G1_1[node_id=6;species=H1])S[node_id=8])S[node_id=9])S[node_id=10];	0:6,1:3,2:4,3:4,4:4,5:8,6:9,7:2,8:7,9:5,10:1	
439	((noD_5_3_6_4|G0_0[node_id=1;species=H0],noD_5_3_6_4|G9_7[node_id=0;species=H7])S[node_id=7],(noD_5_3_6_4|G6_4[node_id=2;species=H4],((noD_5_3_6_4|G2_2[node_id=3;species=H2],noD_5_3_6_4|G3_2[node_id=4;species=H2])D[node_id=5],noD_5_3_6_4|G1_1[node_id=6;species=H1])S[node_id=8])S[node_id=9])S[node_id=10];	0:4,1:3,2:6,3:8,4:8,5:8,6:9,7:2,8:7,9:5,10:1	
440	((noD_5_4_6_4|G0_0[node_id=0;species=H0],noD_5_4_6_4|G9_7[node_id=3;species=H7])S[node_id=7],(noD_5_4_6_4|G6_4[node_id=2;species=H4],((noD_5_4_6_4|G2_2[node_id=4;species=H2],noD_5_4_6_4|G3_2[node_id=5;species=H2])D[node_id=6],noD_5_4_6_4|G1_1[node_id=1;species=H1])S[node_id=8])S[node_id=9])S[node_id=10];	0:3,1:9,2:6,3:4,4:8,5:8,6:8,7:2,8:7,9:5,10:1	
441	((noD_5_3_3_4|G0_0[node_id=5;species=H0],(noD_5_3_3_4|G8_7[node_id=0;species=H7],noD_5_3_3_4|G7_7[node_id=1;species=H7])D[node_id=2])S[node_id=7],(noD_5_3_3_4|G4_4[node_id=4;species=H4],(noD_5_3_3_4|G2_2[node_id=3;species=H2],noD_5_3_3_4|G1_1[node_id=6;species=H1])S[node_id=8])S[node_id=9])S[node_id=10];	0:4,1:4,2:4,3:8,4:6,5:3,6:9,7:2,8:7,9:5,10:1	
442	((noD_5_6_4_4|G0_0[node_id=3;species=H0],(noD_5_6_4_4|G8_7[node_id=0;species=H7],noD_5_6_4_4|G7_7[node_id=1;species=H7])D[node_id=2])S[node_id=7],(noD_5_6_4_4|G4_4[node_id=6;species=H4],(noD_5_6_4_4|G2_2[node_id=4;species=H2],noD_5_6_4_4|G1_1[node_id=5;species=H1])S[node_id=8])S[node_id=9])S[node_id=10];	0:4,1:4,2:4,3:3,4:8,5:9,6:6,7:2,8:7,9:5,10:1	
443	((noD_5_9_4_4|G0_0[node_id=2;species=H0],(noD_5_9_4_4|G7_7[node_id=3;species=H7],noD_5_9_4_4|G8_7[node_id=4;species=H7])D[node_id=5])S[node_id=7],(noD_5_9_4_4|G4_4[node_id=0;species=H4],(noD_5_9_4_4|G2_2[node_id=6;species=H2],noD_5_9_4_4|G1_1[node_id=1;species=H1])S[node_id=8])S[node_id=9])S[node_id=10];	0:6,1:9,2:3,3:4,4:4,5:4,6:8,7:2,8:7,9:5,10:1	
444	((noD_5_7_5_4|G0_0[node_id=5;species=H0],(noD_5_7_5_4|G7_7[node_id=0;species=H7],noD_5_7_5_4|G8_7[node_id=1;species=H7])D[node_id=2])S[node_id=7],(noD_5_7_5_4|G4_4[node_id=4;species=H4],(noD_5_7_5_4|G2_2[node_id=6;species=H2],noD_5_7_5_4|G1_1[node_id=3;species=H1])S[node_id=8])S[node_id=9])S[node_id=10];	0:4,1:4,2:4,3:9,4:6,5:3,6:8,7:2,8:7,9:5,10:1	
445	((noD_5_6_8_4|G0_0[node_id=0;species=H0],(noD_5_6_8_4|G7_7[node_id=3;species=H7],noD_5_6_8_4|G8_7[node_id=4;species=H7])D[node_id=5])S[node_id=7],(noD_5_6_8_4|G4_4[node_id=1;species=H4],(noD_5_6_8_4|G2_2[node_id=2;species=H2],noD_5_6_8_4|G1_1[node_id=6;species=H1])S[node_id=8])S[node_id=9])S[node_id=10];	0:3,1:6,2:8,3:4,4:4,5:4,6:9,7:2,8:7,9:5,10:1	
446	((noD_5_9_6_4|G0_0[node_id=6;species=H0],(noD_5_9_6_4|G7_7[node_id=3;species=H7],noD_5_9_6_4|G8_7[node_id=4;species=H7])D[node_id=5])S[node_id=7],(noD_5_9_6_4|G4_4[node_id=2;species=H4],(noD_5_9_6_4|G2_2[node_id=1;species=H2],noD_5_9_6_4|G1_1[node_id=0;species=H1])S[node_id=8])S[node_id=9])S[node_id=10];	0:9,1:8,2:6,3:4,4:4,5:4,6:3,7:2,8:7,9:5,10:1	
447	(((noD_5_9_0_0|G0_0[node_id=2;species=H0],noD_5_9_0_0|G1_0[node_id=3;species=H0])D[node_id=4],(noD_5_9_0_0|G10_7[node_id=6;species=H7],noD_5_9_0_0|G9_7[node_id=7;species=H7])D[node_id=8])S[node_id=9],(noD_5_9_0_0|G6_4[node_id=1;species=H4],(noD_5_9_0_0|G4_2[node_id=5;species=H2],noD_5_9_0_0|G3_1[node_id=0;species=H1])S[node_id=10])S[node_id=11])S[node_id=12];	0:9,1:6,2:3,3:3,4:3,5:8,6:4,7:4,8:4,9:2,10:7,11:5,12:1	
448	((noD_5_8_10_0|G0_0[node_id=10;species=H0],X[node_id=12])S[node_id=11],((noD_5_8_10_0|G4_4[node_id=7;species=H4],noD_5_8_10_0|G9_4[node_id=8;species=H4])D[node_id=9],((noD_5_8_10_0|G7_2[node_id=0;species=H2],noD_5_8_10_0|G2_2[node_id=1;species=H2])D[node_id=2],(noD_5_8_10_0|G6_1[node_id=3;species=H1],noD_5_8_10_0|G1_1[node_id=4;species=H1])D[node_id=5])S[node_id=6])S[node_id=13])S[node_id=14];	0:8,1:8,2:8,3:9,4:9,5:9,6:7,7:6,8:6,9:6,10:3,11:2,12:4,13:5,14:1	
449	(((noD_5_0_3_0|G7_7[node_id=2;species=H7],X[node_id=5])S[node_id=4],(noD_5_0_3_0|G4_4[node_id=3;species=H4],(noD_5_0_3_0|G2_2[node_id=0;species=H2],noD_5_0_3_0|G1_1[node_id=1;species=H1])S[node_id=6])S[node_id=7])S[node_id=8],(((noD_5_0_3_0|G0_0[node_id=10;species=H0],noD_5_0_5_3|G1_7[node_id=9;species=H7])S[node_id=11],(noD_5_0_5_3|G0_0[node_id=12;species=H0],X[node_id=15])S[node_id=14])D[node_id=13],X[node_id=18])S[node_id=17])D[node_id=16];	0:8,1:9,2:4,3:6,4:2,5:3,6:7,7:5,8:1,9:4,10:3,11:2,12:3,13:2,14:2,15:4,16:1,17:1,18:5	
450	(((noD_5_10_7_1|G1_0[node_id=3;species=H0],noD_5_10_7_1|G0_0[node_id=4;species=H0],noD_5_10_7_1|G2_0[node_id=5;species=H0])D[node_id=6],noD_5_10_7_1|G11_7[node_id=1;species=H7])S[node_id=8],(noD_5_10_7_1|G8_4[node_id=7;species=H4],(noD_5_10_7_1|G6_2[node_id=0;species=H2],noD_5_10_7_1|G5_1[node_id=2;species=H1])S[node_id=9])S[node_id=10])S[node_id=11];	0:8,1:4,2:9,3:3,4:3,5:3,6:3,7:6,8:2,9:7,10:5,11:1	
451	(((noD_5_10_6_1|G1_0[node_id=2;species=H0],noD_5_10_6_1|G0_0[node_id=3;species=H0],noD_5_10_6_1|G3_0[node_id=4;species=H0])D[node_id=5],noD_5_10_6_1|G11_7[node_id=7;species=H7])S[node_id=8],(noD_5_10_6_1|G8_4[node_id=1;species=H4],(noD_5_10_6_1|G6_2[node_id=0;species=H2],noD_5_10_6_1|G5_1[node_id=6;species=H1])S[node_id=9])S[node_id=10])S[node_id=11];	0:8,1:6,2:3,3:3,4:3,5:3,6:9,7:4,8:2,9:7,10:5,11:1	
452	(((noD_5_8_0_1|G0_0[node_id=1;species=H0],noD_5_8_0_1|G1_0[node_id=2;species=H0],noD_5_8_0_1|G3_0[node_id=3;species=H0])D[node_id=4],noD_5_8_0_1|G11_7[node_id=7;species=H7])S[node_id=8],(noD_5_8_0_1|G8_4[node_id=6;species=H4],(noD_5_8_0_1|G6_2[node_id=5;species=H2],noD_5_8_0_1|G5_1[node_id=0;species=H1])S[node_id=9])S[node_id=10])S[node_id=11];	0:9,1:3,2:3,3:3,4:3,5:8,6:6,7:4,8:2,9:7,10:5,11:1	
453	(((noD_5_7_0_4|G0_0[node_id=4;species=H0],noD_5_7_0_4|G2_0[node_id=5;species=H0],noD_5_7_0_4|G1_0[node_id=6;species=H0])D[node_id=7],noD_5_7_0_4|G11_7[node_id=1;species=H7])S[node_id=8],(noD_5_7_0_4|G8_4[node_id=2;species=H4],(noD_5_7_0_4|G6_2[node_id=3;species=H2],noD_5_7_0_4|G5_1[node_id=0;species=H1])S[node_id=9])S[node_id=10])S[node_id=11];	0:9,1:4,2:6,3:8,4:3,5:3,6:3,7:3,8:2,9:7,10:5,11:1	
454	(((noD_5_9_0_4|G1_0[node_id=1;species=H0],noD_5_9_0_4|G0_0[node_id=2;species=H0],noD_5_9_0_4|G2_0[node_id=3;species=H0])D[node_id=4],noD_5_9_0_4|G11_7[node_id=5;species=H7])S[node_id=8],(noD_5_9_0_4|G8_4[node_id=0;species=H4],(noD_5_9_0_4|G6_2[node_id=6;species=H2],noD_5_9_0_4|G5_1[node_id=7;species=H1])S[node_id=9])S[node_id=10])S[node_id=11];	0:6,1:3,2:3,3:3,4:3,5:4,6:8,7:9,8:2,9:7,10:5,11:1	
455	(((noD_5_9_6_0|G3_0[node_id=4;species=H0],noD_5_9_6_0|G1_0[node_id=5;species=H0],noD_5_9_6_0|G0_0[node_id=6;species=H0])D[node_id=7],noD_5_9_6_0|G11_7[node_id=0;species=H7])S[node_id=8],(noD_5_9_6_0|G8_4[node_id=1;species=H4],(noD_5_9_6_0|G6_2[node_id=2;species=H2],noD_5_9_6_0|G5_1[node_id=3;species=H1])S[node_id=9])S[node_id=10])S[node_id=11];	0:4,1:6,2:8,3:9,4:3,5:3,6:3,7:3,8:2,9:7,10:5,11:1	
456	(((noD_5_10_1_1|G1_0[node_id=4;species=H0],noD_5_10_1_1|G0_0[node_id=5;species=H0])D[node_id=6],noD_5_10_1_1|G11_7[node_id=3;species=H7])S[node_id=9],((noD_5_10_1_1|G6_4[node_id=0;species=H4],noD_5_10_1_1|G7_4[node_id=1;species=H4])D[node_id=2],(noD_5_10_1_1|G4_2[node_id=8;species=H2],noD_5_10_1_1|G3_1[node_id=7;species=H1])S[node_id=10])S[node_id=11])S[node_id=12];	0:6,1:6,2:6,3:4,4:3,5:3,6:3,7:9,8:8,9:2,10:7,11:5,12:1	
457	(((noD_5_10_3_3|G1_0[node_id=6;species=H0],noD_5_10_3_3|G0_0[node_id=7;species=H0])D[node_id=8],noD_5_10_3_3|G11_7[node_id=4;species=H7])S[node_id=9],(noD_5_10_3_3|G8_4[node_id=0;species=H4],(noD_5_10_3_3|G6_2[node_id=5;species=H2],(noD_5_10_3_3|G4_1[node_id=1;species=H1],noD_5_10_3_3|G3_1[node_id=2;species=H1])D[node_id=3])S[node_id=10])S[node_id=11])S[node_id=12];	0:6,1:9,2:9,3:9,4:4,5:8,6:3,7:3,8:3,9:2,10:7,11:5,12:1	
458	((noD_5_7_0_3|G0_0[node_id=4;species=H0],(noD_5_7_0_3|G9_7[node_id=6;species=H7],noD_5_7_0_3|G10_7[node_id=7;species=H7])D[node_id=8])S[node_id=9],(noD_5_7_0_3|G6_4[node_id=5;species=H4],(noD_5_7_0_3|G4_2[node_id=0;species=H2],(noD_5_7_0_3|G1_1[node_id=1;species=H1],noD_5_7_0_3|G2_1[node_id=2;species=H1])D[node_id=3])S[node_id=10])S[node_id=11])S[node_id=12];	0:8,1:9,2:9,3:9,4:3,5:6,6:4,7:4,8:4,9:2,10:7,11:5,12:1	
459	(((noD_5_6_5_0|G1_0[node_id=0;species=H0],noD_5_6_5_0|G0_0[node_id=1;species=H0])D[node_id=2],noD_5_6_5_0|G11_7[node_id=8;species=H7])S[node_id=9],((noD_5_6_5_0|G7_4[node_id=5;species=H4],noD_5_6_5_0|G6_4[node_id=6;species=H4])D[node_id=7],(noD_5_6_5_0|G4_2[node_id=4;species=H2],noD_5_6_5_0|G3_1[node_id=3;species=H1])S[node_id=10])S[node_id=11])S[node_id=12];	0:3,1:3,2:3,3:9,4:8,5:6,6:6,7:6,8:4,9:2,10:7,11:5,12:1	
460	((noD_5_7_0_2|G0_0[node_id=0;species=H0],(noD_5_7_0_2|G10_7[node_id=1;species=H7],noD_5_7_0_2|G9_7[node_id=2;species=H7])D[node_id=3])S[node_id=9],((noD_5_7_0_2|G5_4[node_id=4;species=H4],noD_5_7_0_2|G4_4[node_id=5;species=H4])D[node_id=6],(noD_5_7_0_2|G2_2[node_id=7;species=H2],noD_5_7_0_2|G1_1[node_id=8;species=H1])S[node_id=10])S[node_id=11])S[node_id=12];	0:3,1:4,2:4,3:4,4:6,5:6,6:6,7:8,8:9,9:2,10:7,11:5,12:1	
461	((noD_5_6_10_1|G0_0[node_id=4;species=H0],noD_5_6_10_1|G11_7[node_id=0;species=H7])S[node_id=9],(noD_5_6_10_1|G7_4[node_id=5;species=H4],((noD_5_6_10_1|G5_2[node_id=1;species=H2],noD_5_6_10_1|G2_2[node_id=2;species=H2])D[node_id=3],(noD_5_6_10_1|G4_1[node_id=6;species=H1],noD_5_6_10_1|G1_1[node_id=7;species=H1])D[node_id=8])S[node_id=10])S[node_id=11])S[node_id=12];	0:4,1:8,2:8,3:8,4:3,5:6,6:9,7:9,8:9,9:2,10:7,11:5,12:1	
462	((noD_5_10_1_3|G0_0[node_id=11;species=H0],X[node_id=13])S[node_id=12],((noD_5_10_1_3|G9_4[node_id=2;species=H4],(noD_5_10_1_3|G7_2[node_id=1;species=H2],noD_5_10_1_3|G6_1[node_id=0;species=H1])S[node_id=3])S[node_id=4],(noD_5_10_1_3|G4_4[node_id=6;species=H4],(noD_5_10_1_3|G2_2[node_id=7;species=H2],noD_5_10_1_3|G1_1[node_id=5;species=H1])S[node_id=8])S[node_id=9])D[node_id=10])S[node_id=14];	0:9,1:8,2:6,3:7,4:5,5:9,6:6,7:8,8:7,9:5,10:5,11:3,12:2,13:4,14:1	
463	((noD_5_1_10_3|G0_0[node_id=11;species=H0],X[node_id=13])S[node_id=12],((noD_5_1_10_3|G9_4[node_id=0;species=H4],(noD_5_1_10_3|G7_2[node_id=2;species=H2],noD_5_1_10_3|G6_1[node_id=1;species=H1])S[node_id=3])S[node_id=4],(noD_5_1_10_3|G4_4[node_id=6;species=H4],(noD_5_1_10_3|G2_2[node_id=5;species=H2],noD_5_1_10_3|G1_1[node_id=7;species=H1])S[node_id=8])S[node_id=9])D[node_id=10])S[node_id=14];	0:6,1:9,2:8,3:7,4:5,5:8,6:6,7:9,8:7,9:5,10:5,11:3,12:2,13:4,14:1	
464	((noD_5_10_8_2|G0_0[node_id=11;species=H0],X[node_id=13])S[node_id=12],((noD_5_10_8_2|G9_4[node_id=0;species=H4],(noD_5_10_8_2|G7_2[node_id=2;species=H2],noD_5_10_8_2|G6_1[node_id=1;species=H1])S[node_id=3])S[node_id=4],(noD_5_10_8_2|G4_4[node_id=7;species=H4],(noD_5_10_8_2|G2_2[node_id=5;species=H2],noD_5_10_8_2|G1_1[node_id=6;species=H1])S[node_id=8])S[node_id=9])D[node_id=10])S[node_id=14];	0:6,1:9,2:8,3:7,4:5,5:8,6:9,7:6,8:7,9:5,10:5,11:3,12:2,13:4,14:1	
465	(((noD_5_3_9_2|G1_7[node_id=0;species=H7],noD_5_4_0_1|G7_7[node_id=1;species=H7])D[node_id=2],X[node_id=9])S[node_id=8],(noD_5_4_0_1|G4_4[node_id=3;species=H4],(noD_5_4_0_1|G2_2[node_id=5;species=H2],noD_5_4_0_1|G1_1[node_id=4;species=H1])S[node_id=6])S[node_id=7])S[node_id=10];	0:4,1:4,2:4,3:6,4:9,5:8,6:7,7:5,8:2,9:3,10:1	
466	((noD_5_2_8_0|G0_0[node_id=12;species=H0],noD_5_2_8_0|G11_7[node_id=0;species=H7])S[node_id=13],((noD_5_2_8_0|G4_4[node_id=2;species=H4],(noD_5_2_8_0|G2_2[node_id=3;species=H2],noD_5_2_8_0|G1_1[node_id=1;species=H1])S[node_id=4])S[node_id=5],((noD_5_2_8_0|G7_2[node_id=7;species=H2],noD_5_2_8_0|G6_1[node_id=6;species=H1])S[node_id=8],X[node_id=11])S[node_id=10])D[node_id=9])S[node_id=14];	0:4,1:9,2:6,3:8,4:7,5:5,6:9,7:8,8:7,9:5,10:5,11:6,12:3,13:2,14:1	
467	((noD_5_3_8_0|G0_0[node_id=11;species=H0],noD_5_3_8_0|G11_7[node_id=12;species=H7])S[node_id=13],((noD_5_3_8_0|G4_4[node_id=0;species=H4],(noD_5_3_8_0|G2_2[node_id=2;species=H2],noD_5_3_8_0|G1_1[node_id=1;species=H1])S[node_id=3])S[node_id=4],((noD_5_3_8_0|G7_2[node_id=5;species=H2],noD_5_3_8_0|G6_1[node_id=6;species=H1])S[node_id=7],X[node_id=10])S[node_id=9])D[node_id=8])S[node_id=14];	0:6,1:9,2:8,3:7,4:5,5:8,6:9,7:7,8:5,9:5,10:6,11:3,12:4,13:2,14:1	
468	((noD_5_8_6_0|G0_0[node_id=3;species=H0],noD_5_8_6_0|G11_7[node_id=4;species=H7])S[node_id=9],(noD_5_8_6_0|G8_4[node_id=5;species=H4],((noD_5_8_6_0|G5_2[node_id=0;species=H2],noD_5_8_6_0|G2_2[node_id=1;species=H2])D[node_id=2],(noD_5_8_6_0|G4_1[node_id=6;species=H1],noD_5_8_6_0|G1_1[node_id=7;species=H1])D[node_id=8])S[node_id=10])S[node_id=11])S[node_id=12];	0:8,1:8,2:8,3:3,4:4,5:6,6:9,7:9,8:9,9:2,10:7,11:5,12:1	
469	((noD_5_7_10_2|G11_7[node_id=11;species=H7],X[node_id=13])S[node_id=12],((noD_5_7_10_2|G8_4[node_id=0;species=H4],(noD_5_7_10_2|G6_2[node_id=1;species=H2],noD_5_7_10_2|G5_1[node_id=2;species=H1])S[node_id=3])S[node_id=4],(noD_5_7_10_2|G3_4[node_id=7;species=H4],(noD_5_7_10_2|G1_2[node_id=5;species=H2],noD_5_7_10_2|G0_1[node_id=6;species=H1])S[node_id=8])S[node_id=9])D[node_id=10])S[node_id=14];	0:6,1:8,2:9,3:7,4:5,5:8,6:9,7:6,8:7,9:5,10:5,11:4,12:2,13:3,14:1	
470	(((noD_5_9_5_1|G1_0[node_id=1;species=H0],noD_5_9_5_1|G0_0[node_id=2;species=H0],noD_5_9_5_1|G2_0[node_id=3;species=H0])D[node_id=4],noD_5_9_5_1|G11_7[node_id=6;species=H7])S[node_id=8],(noD_5_9_5_1|G8_4[node_id=7;species=H4],(noD_5_9_5_1|G6_2[node_id=5;species=H2],noD_5_9_5_1|G5_1[node_id=0;species=H1])S[node_id=9])S[node_id=10])S[node_id=11];	0:9,1:3,2:3,3:3,4:3,5:8,6:4,7:6,8:2,9:7,10:5,11:1	
